route_id,service_id,trip_id,shape_id,direction_id,bikes_allowed
TRA_1007_1_1132,TRA_1007_1_1132_20241007,TRA_1007_1_1132_20241007_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241008,TRA_1007_1_1132_20241008_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241009,TRA_1007_1_1132_20241009_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241010,TRA_1007_1_1132_20241010_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241011,TRA_1007_1_1132_20241011_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241012,TRA_1007_1_1132_20241012_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241013,TRA_1007_1_1132_20241013_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241014,TRA_1007_1_1132_20241014_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241015,TRA_1007_1_1132_20241015_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241016,TRA_1007_1_1132_20241016_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241017,TRA_1007_1_1132_20241017_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241018,TRA_1007_1_1132_20241018_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241019,TRA_1007_1_1132_20241019_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241020,TRA_1007_1_1132_20241020_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241021,TRA_1007_1_1132_20241021_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241022,TRA_1007_1_1132_20241022_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241023,TRA_1007_1_1132_20241023_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241024,TRA_1007_1_1132_20241024_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241025,TRA_1007_1_1132_20241025_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241026,TRA_1007_1_1132_20241026_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241027,TRA_1007_1_1132_20241027_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241028,TRA_1007_1_1132_20241028_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241029,TRA_1007_1_1132_20241029_063800,TRA_0930_1070_1,1,0
TRA_1007_1_1132,TRA_1007_1_1132_20241030,TRA_1007_1_1132_20241030_063800,TRA_0930_1070_1,1,0
TRA_1104_0_1131,TRA_1104_0_1131_20240902,TRA_1104_0_1131_20240902_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240903,TRA_1104_0_1131_20240903_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240904,TRA_1104_0_1131_20240904_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240905,TRA_1104_0_1131_20240905_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240906,TRA_1104_0_1131_20240906_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240907,TRA_1104_0_1131_20240907_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240908,TRA_1104_0_1131_20240908_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240909,TRA_1104_0_1131_20240909_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240910,TRA_1104_0_1131_20240910_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240911,TRA_1104_0_1131_20240911_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240912,TRA_1104_0_1131_20240912_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240913,TRA_1104_0_1131_20240913_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240914,TRA_1104_0_1131_20240914_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240915,TRA_1104_0_1131_20240915_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240916,TRA_1104_0_1131_20240916_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240917,TRA_1104_0_1131_20240917_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240918,TRA_1104_0_1131_20240918_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240919,TRA_1104_0_1131_20240919_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240920,TRA_1104_0_1131_20240920_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240921,TRA_1104_0_1131_20240921_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240922,TRA_1104_0_1131_20240922_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240923,TRA_1104_0_1131_20240923_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240924,TRA_1104_0_1131_20240924_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240925,TRA_1104_0_1131_20240925_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240926,TRA_1104_0_1131_20240926_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240927,TRA_1104_0_1131_20240927_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240928,TRA_1104_0_1131_20240928_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240929,TRA_1104_0_1131_20240929_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20240930,TRA_1104_0_1131_20240930_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241001,TRA_1104_0_1131_20241001_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241002,TRA_1104_0_1131_20241002_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241003,TRA_1104_0_1131_20241003_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241004,TRA_1104_0_1131_20241004_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241005,TRA_1104_0_1131_20241005_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241006,TRA_1104_0_1131_20241006_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241007,TRA_1104_0_1131_20241007_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241008,TRA_1104_0_1131_20241008_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241009,TRA_1104_0_1131_20241009_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241010,TRA_1104_0_1131_20241010_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241011,TRA_1104_0_1131_20241011_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241012,TRA_1104_0_1131_20241012_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241013,TRA_1104_0_1131_20241013_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241014,TRA_1104_0_1131_20241014_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241015,TRA_1104_0_1131_20241015_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241016,TRA_1104_0_1131_20241016_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241017,TRA_1104_0_1131_20241017_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241018,TRA_1104_0_1131_20241018_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241019,TRA_1104_0_1131_20241019_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241020,TRA_1104_0_1131_20241020_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241021,TRA_1104_0_1131_20241021_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241022,TRA_1104_0_1131_20241022_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241023,TRA_1104_0_1131_20241023_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241024,TRA_1104_0_1131_20241024_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241025,TRA_1104_0_1131_20241025_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241026,TRA_1104_0_1131_20241026_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241027,TRA_1104_0_1131_20241027_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241028,TRA_1104_0_1131_20241028_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241029,TRA_1104_0_1131_20241029_055800,TRA_0930_0900_0,0,0
TRA_1104_0_1131,TRA_1104_0_1131_20241030,TRA_1104_0_1131_20241030_055800,TRA_0930_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240902,TRA_1106_0_1131_20240902_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240903,TRA_1106_0_1131_20240903_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240904,TRA_1106_0_1131_20240904_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240905,TRA_1106_0_1131_20240905_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240906,TRA_1106_0_1131_20240906_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240907,TRA_1106_0_1131_20240907_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240908,TRA_1106_0_1131_20240908_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240909,TRA_1106_0_1131_20240909_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240910,TRA_1106_0_1131_20240910_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240911,TRA_1106_0_1131_20240911_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240912,TRA_1106_0_1131_20240912_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240913,TRA_1106_0_1131_20240913_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240914,TRA_1106_0_1131_20240914_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240915,TRA_1106_0_1131_20240915_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240916,TRA_1106_0_1131_20240916_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240917,TRA_1106_0_1131_20240917_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240918,TRA_1106_0_1131_20240918_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240919,TRA_1106_0_1131_20240919_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240920,TRA_1106_0_1131_20240920_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240921,TRA_1106_0_1131_20240921_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240922,TRA_1106_0_1131_20240922_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240923,TRA_1106_0_1131_20240923_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240924,TRA_1106_0_1131_20240924_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240925,TRA_1106_0_1131_20240925_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240926,TRA_1106_0_1131_20240926_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240927,TRA_1106_0_1131_20240927_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240928,TRA_1106_0_1131_20240928_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240929,TRA_1106_0_1131_20240929_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20240930,TRA_1106_0_1131_20240930_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241001,TRA_1106_0_1131_20241001_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241002,TRA_1106_0_1131_20241002_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241003,TRA_1106_0_1131_20241003_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241004,TRA_1106_0_1131_20241004_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241005,TRA_1106_0_1131_20241005_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241006,TRA_1106_0_1131_20241006_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241007,TRA_1106_0_1131_20241007_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241008,TRA_1106_0_1131_20241008_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241009,TRA_1106_0_1131_20241009_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241010,TRA_1106_0_1131_20241010_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241011,TRA_1106_0_1131_20241011_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241012,TRA_1106_0_1131_20241012_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241013,TRA_1106_0_1131_20241013_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241014,TRA_1106_0_1131_20241014_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241015,TRA_1106_0_1131_20241015_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241016,TRA_1106_0_1131_20241016_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241017,TRA_1106_0_1131_20241017_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241018,TRA_1106_0_1131_20241018_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241019,TRA_1106_0_1131_20241019_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241020,TRA_1106_0_1131_20241020_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241021,TRA_1106_0_1131_20241021_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241022,TRA_1106_0_1131_20241022_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241023,TRA_1106_0_1131_20241023_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241024,TRA_1106_0_1131_20241024_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241025,TRA_1106_0_1131_20241025_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241026,TRA_1106_0_1131_20241026_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241027,TRA_1106_0_1131_20241027_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241028,TRA_1106_0_1131_20241028_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241029,TRA_1106_0_1131_20241029_052400,TRA_1040_0900_0,0,0
TRA_1106_0_1131,TRA_1106_0_1131_20241030,TRA_1106_0_1131_20241030_052400,TRA_1040_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240902,TRA_1108_0_1131_20240902_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240903,TRA_1108_0_1131_20240903_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240904,TRA_1108_0_1131_20240904_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240905,TRA_1108_0_1131_20240905_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240906,TRA_1108_0_1131_20240906_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240907,TRA_1108_0_1131_20240907_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240908,TRA_1108_0_1131_20240908_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240909,TRA_1108_0_1131_20240909_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240910,TRA_1108_0_1131_20240910_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240911,TRA_1108_0_1131_20240911_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240912,TRA_1108_0_1131_20240912_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240913,TRA_1108_0_1131_20240913_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240914,TRA_1108_0_1131_20240914_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240915,TRA_1108_0_1131_20240915_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240916,TRA_1108_0_1131_20240916_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240917,TRA_1108_0_1131_20240917_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240918,TRA_1108_0_1131_20240918_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240919,TRA_1108_0_1131_20240919_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240920,TRA_1108_0_1131_20240920_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240921,TRA_1108_0_1131_20240921_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240922,TRA_1108_0_1131_20240922_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240923,TRA_1108_0_1131_20240923_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240924,TRA_1108_0_1131_20240924_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240925,TRA_1108_0_1131_20240925_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240926,TRA_1108_0_1131_20240926_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240927,TRA_1108_0_1131_20240927_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240928,TRA_1108_0_1131_20240928_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240929,TRA_1108_0_1131_20240929_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20240930,TRA_1108_0_1131_20240930_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241001,TRA_1108_0_1131_20241001_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241002,TRA_1108_0_1131_20241002_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241003,TRA_1108_0_1131_20241003_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241004,TRA_1108_0_1131_20241004_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241005,TRA_1108_0_1131_20241005_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241006,TRA_1108_0_1131_20241006_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241007,TRA_1108_0_1131_20241007_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241008,TRA_1108_0_1131_20241008_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241009,TRA_1108_0_1131_20241009_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241010,TRA_1108_0_1131_20241010_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241011,TRA_1108_0_1131_20241011_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241012,TRA_1108_0_1131_20241012_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241013,TRA_1108_0_1131_20241013_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241014,TRA_1108_0_1131_20241014_064400,TRA_0930_0900_0,0,0
TRA_1108_0_1131,TRA_1108_0_1131_20241015,TRA_1108_0_1131_20241015_064400,TRA_0930_0900_0,0,0
